pvalue adj_pvalue weight weighted_pvalue group covariate fold symbol bh
1 1 0.0761414942905123 1 7 0.599379160026421 1 FAXC 1
1 1 0.385724781771319 1 6 0.0908239476945699 5 FAXDC2 1
0.286 1 0.385724781771319 0.741461304836664 6 -0.32158614331108 5 FBF1 1
0.505 1 0.300594787754451 1 4 -1.4256859237858 2 FBL 1
0.479 1 0.169605541081847 1 5 -1.28013234842284 4 FBLIM1 1
0.0534 1 0.218478071455209 0.24441812235123 8 1.15324026912807 1 FBLL1 0.998419914346895
0.204 1 0.385724781771319 0.528874497156223 9 2.42760392601483 5 FBLN1 1
0.838 1 0.375356525345088 1 9 2.0011135986354 4 FBLN2 1
0.526 1 0.0284121911228069 1 8 1.50799044465413 3 FBLN5 1
1 1 0.218478071455209 1 8 0.868473475410688 1 FBLN7 1
0.808 1 4.82193052456063 0.16756773990924 10 3.94712535635315 2 FBN1 1
0.116 1 0.0284121911228069 1 8 1.02251986513113 3 FBN2 1
0.127 1 0.365940736211137 0.347050730987011 5 -0.864166734356427 3 FBN3 1
0.324 1 0.0214787345058515 1 2 -3.87815037114664 4 FBP1 1
0.959 1 0.212876412581341 1 1 -4.94249100689386 5 FBP2 1
0.564 1 0.221390839485928 1 7 0.0908239476945699 4 FBRS 1
0.93 1 0.385724781771319 1 8 1.38139692633673 5 FBRSL1 1
0.0114 1 0 1 3 -2.58194369333556 1 FBXL12 0.758429562043796
0.92 1 0.0235148833964863 1 2 -3.04660173993095 2 FBXL13 1
0.77 1 0.242378328860233 1 7 0.483154773781067 2 FBXL14 1
1 1 0 1 2 -3.3881746468367 1 FBXL15 1
0.0715 1 0.385724781771319 0.185365326209166 9 2.93333247082893 5 FBXL16 1
0.322 0.879525362664886 5.91730979646276 0.054416620233824 11 4.82458868220893 3 FBXL17 1
0.59 1 0.221390839485928 1 7 0.532042323289275 4 FBXL18 1
0.153 1 0.242378328860233 0.631244553584769 7 0.0908239476945699 2 FBXL19 1
0.907 1 0.375356525345088 1 9 3.02566766328263 4 FBXL2 1
1 1 4.07367989367099 0.245478296307384 10 4.40115058257084 3 FBXL20 1
0.312 1 0.0254833920080453 1 4 -1.66404303798305 1 FBXL22 1
0.531 1 0.37284527840381 1 9 3.0109101827351 3 FBXL3 1
0.809 1 0.385724781771319 1 9 2.28341036590056 5 FBXL4 1
0.203 0.940369684439429 2.78156539953176 0.0729804879059009 10 3.59821099301513 1 FBXL5 1
0.026 1 0 1 2 -3.17096229836229 1 FBXL6 0.876279569892473
0.95 1 6.42527294603216 0.147853641079428 11 5.90664110758968 1 FBXL7 1
0.334 1 0.385724781771319 0.86590236299107 6 0.0908239476945699 5 FBXL8 1
0.657 1 0.242378328860233 1 7 0.33034977397712 2 FBXO10 1
0.733 1 4.82193052456063 0.152013803655288 11 7.47017467276481 2 FBXO11 1
0.159 1 0.274566347243145 0.579095004163769 4 -1.77243985428072 4 FBXO15 1
0.0027 1 0.00325203937274412 0.830248250568288 6 0.0908239476945699 3 FBXO16 0.462255882352941
0.124 1 0.2874741298107 0.431343161493012 4 -1.72029522743013 5 FBXO17 1
0.557 1 0.0761414942905123 1 7 0.761869347540023 1 FBXO2 1
0.871 1 2.78156539953176 0.313133029389358 10 3.39355345403131 1 FBXO21 1
0.0665 1 0.0786778673396068 0.845218639607477 6 -0.158839093696691 2 FBXO22 1
1 1 0.212876412581341 1 1 -5.14291692438358 5 FBXO24 1
0.335 1 0.385724781771319 0.868494885035953 7 0.24259726182264 5 FBXO25 1
1 1 0.0766404183385558 1 7 0.11923109067674 3 FBXO27 1
0.438 1 0.370418080332222 1 9 2.73641415111704 1 FBXO28 1
0.168 1 0.221390839485928 0.758838985344189 7 0.30602782761719 4 FBXO3 1
0.771 1 0.242378328860233 1 7 0.389636124287287 2 FBXO30 1
0.41 1 0.00325203937274412 1 6 -0.12373507048945 3 FBXO31 1
0.0221 0.476003170742145 3.68310071232421 0.00600037895408346 10 3.85846829370398 4 FBXO32 0.835351298701299
0.314 0.9205600351365 4.82193052456063 0.0651191464498779 10 3.52524048922099 2 FBXO33 1
0.00535 0.241737583699474 4.07367989367099 0.0013133088852445 10 3.71951439479503 3 FBXO34 0.580292236024845
0.0828 1 0.0786778673396068 1 6 -0.37534336363942 2 FBXO36 1
0.545 1 0.37284527840381 1 9 2.90763294355716 3 FBXO38 1
0.874 1 0.0287657796889068 1 1 -5.53851225569265 2 FBXO39 1
0.64 1 0 1 3 -2.19943065347631 1 FBXO4 1
0.863 1 0.200643126846621 1 1 -4.82531761504069 1 FBXO40 1
0.571 1 0.37284527840381 1 9 2.40533665796447 3 FBXO41 1
0.663 1 4.07367989367099 0.162752110451796 10 3.48616182503151 3 FBXO42 1
0.241 1 0.166477570037299 1 1 -5.10879035474436 4 FBXO43 1
0.424 1 0.385724781771319 1 6 0.035982251507601 5 FBXO44 1
0.899 1 0.385724781771319 1 8 1.04253587351898 5 FBXO45 1
0.0205 0.927855390425494 0.300594787754451 0.0681981219739112 4 -2.01986545571875 2 FBXO46 0.828621286031042
0.415 1 0.200643126846621 1 1 -4.72664269947763 1 FBXO47 1
0.811 1 0 1 3 -2.22496521110946 1 FBXO48 1
1 1 0.11679592833327 1 2 -3.44825621378432 5 FBXO5 1
0.824 1 0.0235148833964863 1 2 -3.67127156707749 2 FBXO6 1
1 1 0.221390839485928 1 6 -0.29377337807631 4 FBXO7 1
1 1 0.2874741298107 1 4 -1.61538865378867 5 FBXO8 1
0.181 1 0.0284121911228069 1 8 1.04352019215671 3 FBXO9 1
0.1 1 0.0786778673396068 1 6 0.0908239476945699 2 FBXW10 1
0.249 0.805669292259663 6.42527294603216 0.0387532175039765 11 5.93508955271346 1 FBXW11 1
0.755 1 0.0214787345058515 1 2 -3.58425902663712 4 FBXW12 1
0.7 1 0.0284121911228069 1 8 1.16085257079615 3 FBXW2 1
1 1 0.385724781771319 1 7 0.632342929428118 5 FBXW4 1
0.243 1 0.11679592833327 1 3 -2.33438767915976 5 FBXW5 1
0.401 0.939966608714168 5.5207154440852 0.072635513288341 11 7.20925917507445 5 FBXW7 1
0.129 1 0.221390839485928 0.582679935175002 7 0.516818949383135 4 FBXW8 1
0.039 1 0 1 2 -3.48496298052634 1 FBXW9 0.960097615708275
0.663 1 0.166477570037299 1 1 -5.29455577907346 4 FCAMR 1
0.712 1 0.0235148833964863 1 2 -3.22918163094122 2 FCAR 1
0.131 1 0 1 3 -2.85444951198704 2 FCER1A 1
1 1 0.410939709841525 1 9 2.29259226173863 2 FCER1G 1
0.673 1 0.11679592833327 1 2 -4.06289442068324 5 FCER2 1
0.121 1 0.169605541081847 0.713420087741169 5 -1.05656862814461 4 FCF1 1
1 1 0.00325203937274412 1 6 0.0908239476945699 3 FCGR1A 1
0.816 1 0 1 3 -2.75062256023103 4 FCGR1B 1
0.703 1 0.0766404183385558 1 7 0.785529437801807 3 FCGR2A 1
0.404 1 0.300594787754451 1 4 -1.81774863167368 2 FCGR2B 1
0.541 1 0.167031115853511 1 6 -0.0979374451397922 1 FCGR3A 1
0.647 1 0 1 2 -3.07930904109901 1 FCGR3B 1
0.132 1 0.221390839485928 0.596230631341863 6 -0.133785510799685 4 FCGRT 1
0.573 1 0.375356525345088 1 9 1.80306712261096 4 FCHO1 1
1 1 5.1236008176401 0.195175236243442 11 4.97386555726217 4 FCHO2 1
0.399 1 0.274566347243145 1 4 -1.8054009987326 4 FCHSD1 1
1 1 5.1236008176401 0.195175236243442 11 5.76219507126484 4 FCHSD2 1
0.873 1 0.365940736211137 1 5 -1.17004671278848 3 FCMR 1
0.828 1 0.11679592833327 1 2 -3.45506204501734 5 FCN1 1
0.164 1 0 1 2 -4.07207130681763 1 FCN2 1
0.85 1 0.11679592833327 1 2 -4.1368557508381 5 FCN3 1
1 1 0.212876412581341 1 1 -5.00759810022152 5 FCRL1 1
0.471 1 0.212876412581341 1 1 -5.02180005827333 5 FCRL2 1
0.727 1 0.212876412581341 1 1 -4.62789693928202 5 FCRL3 1
0.143 1 0.212876412581341 0.671751267629799 1 -4.54785832096504 5 FCRL4 1
0.68 1 0.0287657796889068 1 1 -5.03448103597413 2 FCRL5 1
0.926 1 0.212876412581341 1 1 -4.7086574169579 5 FCRL6 1
0.133 1 0.212876412581341 0.624775654508834 1 -4.41264485205886 5 FCRLA 1
0.907 1 0.0254833920080453 1 4 -1.88991797620806 1 FCRLB 1
0.265 1 0.365940736211137 0.724160974106755 5 -1.35028609886696 3 FDCSP 1
0.396 1 0.221390839485928 1 8 1.6257360660867 4 FDFT1 1
0.737 1 0.272729416610176 1 4 -1.38783587337457 3 FDPS 1
0.686 1 0.363558486252013 1 5 -1.0631471520833 1 FDX1 1
0.891 1 0 1 3 -2.27114396628467 4 FDXACB1 1
0.0174 1 0.0214787345058515 0.810103593173036 2 -4.10746451568033 4 FDXR 0.821232972972973
0.572 1 0 1 3 -2.28152586370688 4 FECH 1
1 1 0.385724781771319 1 5 -1.132108151229 5 FEM1A 1
0.418 1 2.78156539953176 0.150275093323481 10 3.47288158683626 1 FEM1B 1
1 1 0.37284527840381 1 9 2.16337428170212 3 FEM1C 1
1 1 0 1 3 -2.44983211161694 1 FEN1 1
0.438 0.966430595570259 5.5207154440852 0.0793375431927516 11 5.94452626805802 5 FER 1
0.155 1 0 1 3 -2.46013829550524 2 FER1L6 1
1 1 0.11679592833327 1 2 -3.27981618616549 5 FERD3L 1
0.236 1 0.365940736211137 0.644913169393185 5 -0.955237307558183 3 FERMT1 1
1 1 5.1236008176401 0.195175236243442 11 5.28448210494502 4 FERMT2 1
0.548 1 0.218478071455209 1 8 0.968135156511902 1 FERMT3 1
0.846 1 0.242378328860233 1 7 0.240964535104809 2 FES 1
0.187 1 0.0287657796889068 1 1 -6.48204657175873 2 FETUB 1
0.18 1 0.212876412581341 0.845561036177369 1 -5.00319691043704 5 FEV 1
0.91 1 0.0761414942905123 1 7 0.0908239476945699 1 FEZ1 1
0.417 1 4.07367989367099 0.102364449560179 10 3.68131172652378 3 FEZ2 1
1 1 0 1 2 -3.05838324343438 1 FEZF1 1
0.0645 0.725458403756286 2.78156539953176 0.0231883816252739 10 4.51548395048184 1 FEZF2 1
0.915 1 0.272729416610176 1 4 -2.02263341763376 3 FFAR1 1
0.73 1 0.0235148833964863 1 2 -3.98817390890005 2 FFAR2 1
0.795 1 0.2874741298107 1 4 -1.89277216433631 5 FFAR3 1
1 1 0.365940736211137 1 5 -0.521731346572075 3 FFAR4 1
0.67 1 0.212876412581341 1 1 -4.26706447182863 5 FGA 1
0.749 1 0.212876412581341 1 1 -4.73783973532118 5 FGB 1
0.866 1 0.385724781771319 1 9 2.73650416796529 5 FGD1 1
1 1 0.385724781771319 1 6 -0.225332117415817 5 FGD2 1
0.277 1 0.0761414942905123 1 7 0.279495491033601 1 FGD3 1
0.77 1 4.82193052456063 0.159687078873904 10 4.39478305616948 2 FGD4 1
1 1 0.218478071455209 1 8 1.21154513870104 1 FGD5 1
0.7 1 2.98754760220994 0.234305890049149 10 3.74750055037617 5 FGD6 1
0.558 1 0.370418080332222 1 9 2.28084807394376 1 FGF1 1
0.809 1 0.0254833920080453 1 4 -1.5305013185472 1 FGF10 1
0.502 1 0.0766404183385558 1 7 0.766932566765368 3 FGF11 1
0.234 0.828031957064001 5.5207154440852 0.0423858107468125 11 7.75137980107163 5 FGF12 1
0.0685 0.640291825955074 5.1236008176401 0.0133695036826758 11 5.59197114247788 4 FGF13 1
0.011 0.275184834954255 5.91730979646276 0.00185895286513063 11 5.78730630384304 3 FGF14 0.758429562043796
0.22 1 0 1 3 -2.12707838110556 4 FGF16 1
0.394 1 0.169605541081847 1 5 -0.765809060447734 4 FGF17 1
0.862 1 0.385724781771319 1 5 -1.05335321935823 5 FGF18 1
1 1 0.274566347243145 1 4 -1.81848628892359 4 FGF19 1
0.423 1 0.385724781771319 1 8 1.79642606726589 5 FGF2 1
1 1 0.0214787345058515 1 2 -3.6124273115172 4 FGF20 1
0.244 1 0.0761414942905123 1 7 0.0908239476945699 1 FGF21 1
0.16 1 0.274566347243145 0.582737111108195 4 -1.43225520881956 4 FGF22 1
0.598 1 0.212876412581341 1 1 -4.59670738972656 5 FGF23 1
0.615 1 0 1 2 -3.50427124905586 1 FGF3 1
0.62 1 0.0214787345058515 1 2 -3.85762399522473 4 FGF4 1
1 1 0 1 3 -2.43258907600969 2 FGF5 1
0.058 1 0.11679592833327 0.496592653765296 2 -3.94018837889147 5 FGF6 1
1 1 0.0254833920080453 1 4 -1.49473650934098 1 FGF7 1
1 1 1 1 1 1 1 FGF8 1
1 1 0.37284527840381 1 9 2.93821559131517 3 FGF9 1
0.0612 1 0.0287657796889068 1 1 -4.66764658471937 2 FGFBP1 1
0.00759 1 0.0766404183385558 0.0990339061886575 7 0.529764922178362 3 FGFBP2 0.672813045685279
0.0251 0.9205600351365 0.385724781771319 0.0650723033265744 6 -0.18000152452645 5 FGFBP3 0.876279569892473
0.313 0.871795085768369 5.91730979646276 0.0528956587987171 11 5.06148245878127 3 FGFR1 1
0.124 0.771649866337884 4.07367989367099 0.0304393087421156 10 4.29089017524339 3 FGFR1OP2 1
0.19 0.7798344150331 5.91730979646276 0.0321091858522564 11 5.46104862162562 3 FGFR2 1
1 1 5.1236008176401 0.195175236243442 11 4.65021463588461 4 FGFR3 1
0.306 1 0 1 2 -3.42345742679667 1 FGFR4 1
0.502 1 0.0766404183385558 1 7 0.3821307753554 3 FGFRL1 1
1 1 0 1 2 -3.86923619658553 1 FGG 1
0.597 1 0.221390839485928 1 6 0.0612645850301916 4 FGGY 1
0.939 1 0.212876412581341 1 1 -4.21482171821058 5 FGL1 1
1 1 0.242378328860233 1 8 1.53840009385979 2 FGL2 1
0.598 1 0.0761414942905123 1 7 0.289749161178815 1 FGR 1
0.721 1 0.365940736211137 1 5 -1.08039954009956 3 FH 1
1 1 0.0235148833964863 1 2 -3.75486133494949 2 FHAD1 1
1 1 0.365940736211137 1 5 -1.27905908088165 3 FHDC1 1
0.839 1 0.218478071455209 1 8 1.30444775520113 1 FHIT 1
1 1 4.82193052456063 0.207385816719356 10 4.31780158910133 2 FHL1 1
0.432 1 0.385724781771319 1 9 2.19507381482883 5 FHL2 1
0.0593 1 0.385724781771319 0.153736557261588 5 -1.22933655390764 5 FHL3 1
0.204 1 0.385724781771319 0.528874497156222 5 -0.833661285688033 5 FHL5 1
0.718 1 0.385724781771319 1 7 0.0908239476945699 5 FHOD1 1
0.218 0.828217393750011 5.1236008176401 0.0425482015010704 11 6.45902315459685 4 FHOD3 1
0.116 1 0.365940736211137 0.316991218854278 5 -1.10543840373254 3 FIBCD1 1
0.588 1 0.242378328860233 1 8 0.820469140611956 2 FIBIN 1
0.532 1 0 1 3 -2.51887778364738 4 FIBP 1
0.46 1 0.272729416610176 1 4 -1.93847511414956 3 FICD 1
0.232 1 0.410939709841525 0.564559701688281 9 2.72095410456301 2 FIG4 1
0.417 1 0.0214787345058515 1 2 -3.7013225185631 4 FIGLA 1
0.39 1 0.385724781771319 1 9 2.84383383380563 5 FIGN 1
0.362 1 0.274566347243145 1 4 -2.00978305901124 4 FIGNL1 1
0.285 0.997762200261019 2.98754760220994 0.0953959695200107 10 3.3136570253758 5 FILIP1 1
0.546 1 4.07367989367099 0.134031149783832 10 3.35263782641856 3 FILIP1L 1
0.427 1 0.385724781771319 1 8 0.988649533126973 5 FIP1L1 1
1 1 0.40332971521484 1 5 -1.10541281964904 2 FIS1 1
0.395 1 0.0287657796889068 1 1 -4.33121970718748 2 FITM1 1
0.792 1 0.363558486252013 1 5 -1.10539804732105 1 FITM2 1
1 1 0 1 3 -2.43198802721722 1 FIZ1 1
0.114 1 0.221390839485928 0.5149264543407 8 1.78248558417379 4 FJX1 1
0.27 1 0.221390839485928 1 7 0.384436555291458 4 FKBP10 1
1 1 0.365940736211137 1 5 -1.07885862540542 3 FKBP11 1
0.771 1 0.221390839485928 1 6 -0.467934791761724 4 FKBP14 1
0.606 1 4.07367989367099 0.148759847562275 10 3.26965462529418 3 FKBP15 1
0.822 1 0.370418080332222 1 9 2.60743161633907 1 FKBP1A 1
0.44 1 0.218478071455209 1 8 0.867562227663649 1 FKBP1B 1
0.845 1 0.363558486252013 1 5 -0.936589018386394 1 FKBP2 1
0.692 1 0.221390839485928 1 8 0.84217915526281 4 FKBP3 1
0.754 1 0.385724781771319 1 7 0.197158993864898 5 FKBP4 1
0.753 1 0.370418080332222 1 9 2.47461855791879 1 FKBP5 1
0.756 1 0.166477570037299 1 1 -6.20295687396011 4 FKBP6 1
0.713 1 0.40332971521484 1 5 -1.24386313657825 2 FKBP7 1
0.392 1 0.0766404183385558 1 7 0.0908239476945699 3 FKBP8 1
0.121 1 0.221390839485928 0.546544745396707 6 -0.280612439059648 4 FKBP9 1
0.558 1 0.0287657796889068 1 1 -4.81328785713526 2 FKBPL 1
0.902 1 0.167031115853511 1 6 -0.131930606023299 1 FKRP 1
0.841 1 0.370418080332222 1 9 2.54875035962557 1 FKTN 1
0.108 1 0.200643126846621 0.538269123380236 1 -4.65861570088106 1 FLAD1 1
0.381 1 0.221390839485928 1 7 0.270217063945617 4 FLCN 1
0.594 1 0.0213350353753258 1 2 -4.03490189429103 3 FLG 1
0.549 1 0.11679592833327 1 2 -4.14782080122195 5 FLG2 1
0.821 1 4.07367989367099 0.201537681268362 10 3.73069730973235 3 FLI1 1
0.179 1 0.410939709841525 0.435587011216389 9 2.32585204604852 2 FLII 1
0.679 1 4.07367989367099 0.166679763192714 10 4.20411173185498 3 FLNA 1
0.416 1 3.68310071232421 0.112948309723924 10 3.90630071476674 4 FLNB 1
0.596 1 0.385724781771319 1 7 0.311401096917311 5 FLNC 1
0.809 1 0.370418080332222 1 9 2.19948993535025 1 FLOT1 1
0.669 1 0.242378328860233 1 7 0.663267202633942 2 FLOT2 1
0.0332 0.98665884935695 0.385724781771319 0.0860717318901304 9 2.2853099748901 5 FLRT1 0.919105263157895
0.467 0.992140848694295 5.1236008176401 0.0911468353256874 11 8.08950608836877 4 FLRT2 1
0.268 1 2.78156539953176 0.0963486244274947 10 4.34338083318709 1 FLRT3 1
0.658 1 5.91730979646276 0.111199180477814 11 5.24282684489531 3 FLT1 1
0.709 1 0.274566347243145 1 4 -1.45999444233147 4 FLT3 1
1 1 0.385724781771319 1 5 -0.517897015539988 5 FLT3LG 1
0.219 1 0.00325203937274412 1 6 -0.42071901527937 3 FLT4 1
0.563 1 0.365940736211137 1 5 -1.34163743669469 3 FLVCR1 1
0.838 1 0.272729416610176 1 4 -1.48070437647235 3 FLVCR2 1
1 1 0.0766404183385558 1 7 0.563260493041672 3 FLYWCH1 1
0.234 1 0 1 2 -3.36368358688261 1 FLYWCH2 1
0.573 1 0.385724781771319 1 9 1.92320064110958 5 FMN1 1
0.246 0.824259932961833 5.91730979646276 0.0415729458929214 11 5.88169041392282 3 FMN2 1
0.925 1 0.410939709841525 1 9 2.54962226795409 2 FMNL1 1
0.55 1 5.1236008176401 0.107346379933893 11 7.15375211207888 4 FMNL2 1
0.771 1 0.370418080332222 1 9 2.53484273417101 1 FMNL3 1
0.427 1 0 1 2 -3.43906838147882 1 FMO1 1
0.297 1 0.11679592833327 1 2 -3.0701410428293 5 FMO2 1
0.577 1 0.212876412581341 1 1 -4.73397266684414 5 FMO3 1
1 1 0.11679592833327 1 2 -4.17782257737555 5 FMO4 1
0.742 1 0 1 3 -2.17500634140316 1 FMO5 1
0.961 1 0.221390839485928 1 6 -0.1136007047231 4 FMOD 1
0.135 0.800575072935798 3.68310071232421 0.0366538985882926 10 3.66301222547428 4 FMR1 1
0.614 1 0.201957859135383 1 1 -5.64620381015049 3 FMR1NB 1
0.409 1 2.98754760220994 0.136901584328717 10 3.55577841631444 5 FN1 1
1 1 0.385724781771319 1 6 -0.185203290800977 5 FN3K 1
0.0468 1 0.169605541081847 0.275934381043692 5 -1.14924386715258 4 FN3KRP 0.980272569444445
0.33 0.862465916144245 6.42527294603216 0.0513596858486435 11 5.14552495564332 1 FNBP1 1
1 1 5.1236008176401 0.195175236243442 11 6.04803192074815 4 FNBP1L 1
0.0121 0.321366444160426 4.82193052456063 0.00250936838230421 11 4.63051774462639 2 FNBP4 0.762824187725632
0.464 1 0.272729416610176 1 4 -1.67530971410112 3 FNDC1 1
0.732 1 0.385724781771319 1 5 -1.0423619492748 5 FNDC11 1
0.703 1 6.42527294603216 0.109411694398777 11 5.97489721562691 1 FNDC3A 1
0.965 1 5.5207154440852 0.174796185344761 11 5.94847899033065 5 FNDC3B 1
0.638 1 0.385724781771319 1 8 1.36354607860468 5 FNDC4 1
0.765 1 0.385724781771319 1 7 0.73923092536567 5 FNDC5 1
0.425 1 0.0287657796889068 1 1 -4.98299478352913 2 FNDC7 1
0.258 1 0.0235148833964863 1 2 -3.55918563779397 2 FNDC8 1
0.0699 1 0.221390839485928 0.31573122068785 8 1.27413972560989 4 FNDC9 1
0.577 1 0.37284527840381 1 9 3.03741761931447 3 FNIP1 1
0.639 1 4.82193052456063 0.132519536883669 10 4.30139347745177 2 FNIP2 1
0.418 1 0.385724781771319 1 5 -0.936558046034469 5 FNTA 1
0.666 1 0.272729416610176 1 4 -1.90634321558581 3 FNTB 1
0.331 1 0.370418080332222 0.893584891167113 9 2.1910951962405 1 FOCAD 1
0.265 1 0.221390839485928 1 7 0.592473511049641 4 FOLH1 1
0.787 1 0 1 3 -2.81049885609311 2 FOLR1 1
0.802 1 0.0284121911228069 1 8 1.17320226325803 3 FOLR2 1
1 1 0.166477570037299 1 1 -4.67196771176182 4 FOLR3 1
0.762 1 2.98754760220994 0.255058697453502 10 4.49089678774723 5 FOS 1
0.249 1 0.242378328860233 1 8 1.65266060390094 2 FOSB 1
0.214 1 0.11679592833327 1 2 -3.25062922590288 5 FOSL1 1
0.245 0.824259932961833 5.91730979646276 0.0414039501779095 11 4.85168913813516 3 FOSL2 1
0.533 1 0.0235148833964863 1 2 -3.61997721338158 2 FOXA1 1
0.487 1 0 1 3 -2.33779317065241 3 FOXA2 1
0.367 1 0.0287657796889068 1 1 -4.70065819184772 2 FOXA3 1
0.962 1 0 1 3 -2.15756600193542 1 FOXB1 1
0.182 1 0.11679592833327 1 2 -3.8117058664838 5 FOXB2 1
0.481 1 0.167031115853511 1 6 -0.253099542524372 1 FOXC2 1
1 1 0.300594787754451 1 4 -1.68492813687488 2 FOXD2 1
0.894 1 0.272729416610176 1 4 -1.86595210080802 3 FOXD4 1
0.168 1 0 1 3 -2.51039574507164 4 FOXD4L1 1
1 1 0.0254833920080453 1 4 -1.89306741207779 1 FOXD4L3 1
0.0754 1 0 1 2 -3.60918954302378 1 FOXE3 1
0.65 1 0.385724781771319 1 9 2.12404208139625 5 FOXF1 1
0.0261 0.931692464353629 0.37284527840381 0.0700022274969845 9 1.80400308823641 3 FOXF2 0.876279569892473
0.577 1 0.0254833920080453 1 4 -1.91798185031693 1 FOXH1 1
1 1 0.0235148833964863 1 2 -3.3609489598162 2 FOXI1 1
0.698 1 0.0214787345058515 1 2 -3.78241377940158 4 FOXI2 1
0.623 1 0.385724781771319 1 9 2.5955843862994 5 FOXJ2 1
1 1 5.91730979646276 0.168995715011876 11 6.61414173475574 3 FOXJ3 1
1 1 0.410939709841525 1 9 2.87879728129014 2 FOXK1 1
0.112 0.756402127139256 4.07367989367099 0.027493569186427 10 3.93332427473618 3 FOXK2 1
0.533 1 0.365940736211137 1 5 -0.781109611564585 3 FOXL1 1
1 1 0 1 3 -2.52846755570871 1 FOXL2 1
0.875 1 0.385724781771319 1 6 0.0908239476945699 5 FOXL2NB 1
1 1 0.0214787345058515 1 2 -3.85074674656478 4 FOXM1 1
0.0727 1 0.201957859135383 0.359976087641458 1 -4.69542059647017 3 FOXN1 1
0.844 1 6.42527294603216 0.131356287443197 11 4.93913537264583 1 FOXN2 1
0.617 1 5.1236008176401 0.120423120762204 11 6.84536970206003 4 FOXN3 1
0.82 1 0.385724781771319 1 6 0.0908239476945699 5 FOXN4 1
1 1 5.5207154440852 0.181135943362446 11 5.29140459866379 5 FOXO1 1
1 1 5.5207154440852 0.181135943362446 11 5.31509565163068 5 FOXO3 1
0.673 1 0.365940736211137 1 5 -0.699253037077054 3 FOXO4 1
0.578 1 0.221390839485928 1 8 0.822370953171936 4 FOXO6 1
0.543 0.981134547279901 6.42527294603216 0.084510028532768 11 7.22965776516642 1 FOXP1 1
0.0667 0.725458403756286 2.98754760220994 0.0223260040946832 10 4.15643534844023 5 FOXP2 1
0.152 1 0 1 3 -2.12322045003148 3 FOXP3 1
0.385 1 0.0284121911228069 1 8 1.23231521168576 3 FOXP4 1
0.832 1 0.212876412581341 1 1 -5.24248765968779 5 FOXR1 1
0.358 1 0.200643126846621 1 1 -5.28294715529044 1 FOXR2 1
0.918 1 0 1 3 -2.82203793801688 2 FOXRED1 1
0.478 1 0.221390839485928 1 7 0.186703702323278 4 FOXRED2 1
0.205 1 0.242378328860233 0.845785186175671 7 0.550457454526644 2 FOXS1 1
0.356 1 0.2874741298107 1 4 -1.88167546068084 5 FPGS 1
0.564 1 0.221390839485928 1 6 0.0908239476945699 4 FPGT 1
1 1 0.385724781771319 1 8 1.09379816270567 5 FPR1 1
0.0529 1 0.0214787345058515 1 2 -4.00470025817525 4 FPR2 0.998419914346895
0.708 1 0 1 2 -3.74636720503636 1 FPR3 1
1 1 0.375356525345088 1 9 2.58145729742173 4 FRA10AC1 1
0.556 1 2.78156539953176 0.199887444707788 10 3.41096544980626 1 FRAS1 1
1 1 1 1 1 1 1 FRAT1 1
0.838 1 0 1 3 -2.10175250616473 3 FRAT2 1
0.467 1 0.242378328860233 1 7 0.583364728458587 2 FREM1 1
0.518 1 0.00325203937274412 1 6 -0.234886346043964 3 FREM2 1
0.748 1 0.00325203937274412 1 6 -0.457392058062198 3 FREM3 1
0.144 1 0.385724781771319 0.373323174463216 9 2.10482744108252 5 FRG1 1
1 1 1 1 1 1 1 FRG2 1
0.853 1 0.272729416610176 1 4 -1.89298305558022 3 FRG2B 1
1 1 0 1 2 -3.85845476365624 1 FRK 1
0.211 1 0.0213350353753258 1 2 -3.64369311438092 3 FRMD1 1
0.271 0.924229051293003 4.07367989367099 0.0665246182993011 10 4.1964679282694 3 FRMD3 1
0.683 1 4.82193052456063 0.14164451281932 11 5.82109307148431 2 FRMD4A 1
0.867 1 5.5207154440852 0.157044862895241 11 5.74554512793029 5 FRMD4B 1
0.75 1 3.68310071232421 0.203632769934959 10 4.50938764305187 4 FRMD5 1
0.0496 0.573590707080718 4.82193052456063 0.0102863365092801 10 3.49977609392724 2 FRMD6 0.984385569334837
1 1 0 1 3 -2.43024239145556 4 FRMD7 1
1 1 0.0786778673396068 1 6 -0.194990821916482 2 FRMD8 1
0.456 1 0.365940736211137 1 5 -1.11422767079536 3 FRMPD1 1
0.419 1 0 1 3 -2.15290980099994 4 FRMPD2 1
0.114 1 0.242378328860233 0.470339079141593 7 0.699391278864927 2 FRMPD3 1
0.804 1 6.42527294603216 0.125130870976695 11 7.2050667660696 1 FRMPD4 1
0.233 1 0.0287657796889068 1 1 -4.48512995097562 2 FRRS1 1
0.46 1 0.37284527840381 1 9 2.25109346250582 3 FRRS1L 1
0.697 1 3.68310071232421 0.189242720859555 10 4.57131565560504 4 FRS2 1
0.609 1 0.365940736211137 1 5 -1.00895418619802 3 FRS3 1
0.0994 0.672960849867588 5.91730979646276 0.0167981740721804 11 7.12903119201716 3 FRY 1
0.158 0.773895769757988 5.1236008176401 0.0308376873264638 11 7.7327501412681 4 FRYL 1
0.0582 1 0.385724781771319 0.150884783012217 9 2.10665390510808 5 FRZB 1
0.356 1 0.201957859135383 1 1 -6.09865698127176 3 FSCB 1
0.396 1 2.98754760220994 0.132550189227804 10 3.9179718872253 5 FSCN1 1
