pvalue adj_pvalue weight weighted_pvalue group covariate fold symbol bh
0.701 1 0.0761414942905123 1 7 0.56963911643632 1 MAGEL2 1
0.225 0.822311782285181 5.5207154440852 0.0407555872565505 11 7.26565355700903 5 MAGI1 1
6.41e-05 0.0108149028334182 5.1236008176401 1.25107326432046e-05 11 7.67859707319908 4 MAGI2 0.044775132
0.889 1 5.1236008176401 0.17351078502042 11 6.31973908022028 4 MAGI3 1
0.544 1 0.2874741298107 1 4 -1.39351930677789 5 MAGOH 1
0.32 1 0 1 3 -2.32191136021891 4 MAGOHB 1
1 1 0.242378328860233 1 7 0.417592055388763 2 MAGT1 1
0.717 1 0.274566347243145 1 4 -1.68203593056858 4 MAIP1 1
0.233 1 0.169605541081847 1 5 -0.727970212052901 4 MAJIN 1
0.708 1 0.212876412581341 1 1 -5.00896290880868 5 MAK 1
0.874 1 0.300594787754451 1 4 -1.7857730665957 2 MAK16 1
1 1 0.167031115853511 1 6 -0.0146405939770299 1 MAL 1
0.774 1 0.272729416610176 1 4 -1.74239860558959 3 MALL 1
0.425 1 0.221390839485928 1 7 0.610135594735321 4 MALRD1 1
0.0864 1 0.272729416610176 0.316797509685196 4 -1.56932754915659 3 MALSU1 1
0.764 1 0.370418080332222 1 9 2.28459503810873 1 MALT1 1
0.879 1 0.0761414942905123 1 7 0.522213022481316 1 MAMDC2 1
0.966 1 0.274566347243145 1 4 -1.58420715594218 4 MAMDC4 1
1 1 0.218478071455209 1 8 1.72282737218171 1 MAML1 1
0.769 1 5.1236008176401 0.150089756671207 11 6.48353337592291 4 MAML2 1
0.581 1 0.242378328860233 1 8 1.45155485355825 2 MAML3 1
0.0699 0.742106361914437 2.78156539953176 0.0251297345055294 10 4.40496152657915 1 MAMLD1 1
0.98 1 0.272729416610176 1 4 -1.89449165336037 3 MAMSTR 1
0.546 1 4.82193052456063 0.113232655928769 11 4.75712450665115 2 MAN1A1 1
0.677 1 5.91730979646276 0.11441009906304 11 5.66341475973731 3 MAN1A2 1
0.144 1 0.2874741298107 0.500914639153175 4 -1.60226555653112 5 MAN1B1 1
0.241 0.858097225270993 4.82193052456063 0.0499799818293649 10 3.37656377955173 2 MAN1C1 1
1 1 0.0786778673396068 1 6 0.0908239476945699 2 MAN2A1 1
0.914 1 0.242378328860233 1 8 0.94239797314492 2 MAN2A2 1
0.861 1 0.00325203937274412 1 6 -0.299523530113235 3 MAN2B1 1
0.885 1 0.242378328860233 1 7 0.253561184080447 2 MAN2B2 1
0.155 1 0.218478071455209 0.709453351394019 8 1.49666129118792 1 MAN2C1 1
0.689 1 0.0766404183385558 1 7 0.0908239476945699 3 MANBA 1
1 1 0.274566347243145 1 4 -1.51382395265407 4 MANBAL 1
1 1 0.0761414942905123 1 7 0.0908239476945699 1 MANEA 1
0.748 1 0.218478071455209 1 8 1.38868429423411 1 MANEAL 1
0.529 1 0.300594787754451 1 4 -1.55596619933585 2 MANF 1
1 1 0.167031115853511 1 6 -0.189065518581234 1 MANSC1 1
0.659 1 0 1 3 -2.81934469300566 1 MANSC4 1
1 1 1 1 1 1 1 MAOA 1
0.437 1 0.37284527840381 1 9 2.45360025083423 3 MAOB 1
0.0758 1 0.169605541081847 0.446919360750253 5 -1.3578974043945 4 MAP10 1
0.234 0.800575072935798 6.42527294603216 0.0364186863290381 11 5.0456444698811 1 MAP1A 1
0.853 1 5.1236008176401 0.166484476515656 11 7.65255280324688 4 MAP1B 1
0.588 1 0.242378328860233 1 8 1.31031443050243 2 MAP1LC3A 1
0.887 1 0.410939709841525 1 9 2.44330625659718 2 MAP1LC3B 1
0.138 1 0 1 3 -2.80773847191614 4 MAP1LC3C 1
0.742 1 0.218478071455209 1 8 1.24743020734761 1 MAP1S 1
0.174 0.773895769757988 5.5207154440852 0.0315176541450657 11 8.21105969284471 5 MAP2 1
0.625 1 2.98754760220994 0.209201687543883 10 3.97942479253575 5 MAP2K1 1
0.358 1 0.00325203937274412 1 6 -0.0730050897216675 3 MAP2K2 1
1 1 0.0761414942905123 1 7 0.62158319344442 1 MAP2K3 1
0.391 0.924229051293003 5.91730979646276 0.0660773245696434 11 5.81027749331905 3 MAP2K4 1
0.439 1 0.410939709841525 1 9 2.35762734540583 2 MAP2K5 1
1 1 4.82193052456063 0.207385816719356 10 3.31547718612813 2 MAP2K6 1
0.409 1 0.0761414942905123 1 7 0.393247545217121 1 MAP2K7 1
0.637 1 2.78156539953176 0.22900773791162 10 3.27532906576158 1 MAP3K1 1
0.471 1 0.37284527840381 1 9 2.04193935145411 3 MAP3K10 1
0.818 1 0.0766404183385558 1 7 0.220212105489645 3 MAP3K11 1
0.937 1 0.218478071455209 1 8 0.878928517352787 1 MAP3K12 1
0.826 1 4.07367989367099 0.202765072749899 10 4.36528138751773 3 MAP3K13 1
0.142 1 0.169605541081847 0.837236797183851 5 -1.08715082425007 4 MAP3K15 1
0.77 1 0.274566347243145 1 4 -1.50804168268008 4 MAP3K19 1
1 1 5.1236008176401 0.195175236243442 11 6.21245201584158 4 MAP3K2 1
0.0263 0.927855390425494 0.385724781771319 0.0681833297804346 9 2.78019419908777 5 MAP3K3 0.876279569892473
0.764 1 5.91730979646276 0.129112726269073 11 5.12794264492617 3 MAP3K4 1
0.812 1 5.1236008176401 0.158482291829675 11 5.79347963849735 4 MAP3K5 1
0.0167 0.824259932961833 0.40332971521484 0.041405330105927 5 -1.25106530042289 2 MAP3K6 0.820950815217391
1 1 3.68310071232421 0.271510359913279 10 3.24256935619872 4 MAP3K7 1
0.565 1 0.40332971521484 1 5 -0.575630883845833 2 MAP3K7CL 1
0.186 1 0.221390839485928 0.840143162345352 8 1.67693250024418 4 MAP3K8 1
0.852 1 0.385724781771319 1 8 1.50723888677725 5 MAP3K9 1
0.234 0.828031957064001 5.5207154440852 0.0423858107468125 11 5.50042869874322 5 MAP4 1
0.326 1 0 1 3 -2.58437649547313 3 MAP4K1 1
0.586 1 0.00325203937274412 1 6 -0.354749621804621 3 MAP4K2 1
0.695 1 4.82193052456063 0.144133142619953 11 6.6296973280696 2 MAP4K3 1
0.355 0.883651363962115 6.42527294603216 0.0552505711402074 11 7.33392659625477 1 MAP4K4 1
0.0691 0.585540942611912 6.42527294603216 0.0107544069458826 11 5.21384571947208 1 MAP4K5 1
0.819 1 5.1236008176401 0.159848518483379 11 5.12499737631022 4 MAP6 1
0.757 1 0.221390839485928 1 8 0.950466907700831 4 MAP6D1 1
0.00749 0.275184834954255 4.07367989367099 0.00183863243934231 10 4.52502461951403 3 MAP7 0.670758307692308
1 1 2.78156539953176 0.359509792639906 10 3.68810459336656 1 MAP7D1 1
0.236 1 0.410939709841525 0.574293489648423 9 3.03506086037648 2 MAP7D2 1
0.534 1 0.300594787754451 1 4 -1.98223149915121 2 MAP7D3 1
0.0566 0.70498452564529 2.78156539953176 0.0203482542634187 10 3.42884686986159 1 MAP9 1
0.174 0.767791662096435 5.91730979646276 0.0294052544120664 11 5.72793754929974 3 MAPK1 1
0.464 0.938826006312054 6.42527294603216 0.072214831011426 11 6.54217955828232 1 MAPK10 1
1 1 0.0284121911228069 1 8 1.48820329486436 3 MAPK11 1
1 1 0.363558486252013 1 5 -1.35840910983331 1 MAPK12 1
1 1 0.0761414942905123 1 7 0.402811045788201 1 MAPK13 1
0.208 0.930142368097883 2.98754760220994 0.0696223216146043 10 3.9457307662594 5 MAPK14 1
0.605 1 0 1 3 -2.91807867968488 4 MAPK15 1
1 1 2.78156539953176 0.359509792639906 10 3.98780791423179 1 MAPK1IP1L 1
0.904 1 0.365940736211137 1 5 -0.538921803805208 3 MAPK3 1
0.00674 0.241737583699474 5.1236008176401 0.0013154810922808 11 5.51462683242701 4 MAPK4 0.650544725274725
0.756 1 4.07367989367099 0.185581592008382 10 4.3050893192536 3 MAPK6 1
0.287 1 0.385724781771319 0.744053826881548 6 -0.0923889095671147 5 MAPK7 1
0.611 1 5.5207154440852 0.110674061394455 11 5.73038271151756 5 MAPK8 1
0.548 1 0.410939709841525 1 9 3.03760470285291 2 MAPK8IP1 1
0.867 1 4.82193052456063 0.179803503095682 11 5.89286189510502 2 MAPK8IP3 1
0.0386 1 0.370418080332222 0.104206576432177 9 2.97224272422187 1 MAPK9 0.959968892045454
0.896 1 2.78156539953176 0.322120774205356 10 3.22170634232131 1 MAPKAP1 1
0.542 1 0.375356525345088 1 9 2.22690963587471 4 MAPKAPK2 1
0.668 1 0.169605541081847 1 5 -0.573789285885396 4 MAPKAPK3 1
1 1 0.00325203937274412 1 6 0.0115285679856474 3 MAPKAPK5 1
0.446 1 2.78156539953176 0.160341367517398 10 4.12844045284535 1 MAPKBP1 1
0.307 0.864978248283488 5.91730979646276 0.0518816845086458 11 6.23061534362422 3 MAPRE2 1
0.766 1 0.0284121911228069 1 8 1.78687695935068 3 MAPRE3 1
0.173 0.800575072935798 4.82193052456063 0.0358777462924487 11 7.09635904607419 2 MAPT 1
0.96 1 0.375356525345088 1 9 3.01008163562771 4 MARCKSL1 1
0.134 1 0 1 3 -2.40769009351766 4 MARCO 1
0.25 1 0.218478071455209 1 8 0.831091821207941 1 MARF1 1
0.517 0.995310081514928 5.5207154440852 0.0936472827183848 11 7.58155770535114 5 MARK1 1
0.0565 0.602917786509654 4.82193052456063 0.0117172986446436 10 3.45677012675086 2 MARK2 1
0.666 1 4.82193052456063 0.138118953935091 11 5.42676736351846 2 MARK3 1
0.966 1 3.68310071232421 0.262279007676227 10 3.44095909630389 4 MARK4 1
0.513 1 0.167031115853511 1 6 0.0908239476945699 1 MARS2 1
0.277 1 0 1 3 -2.53928484173968 2 MARVELD2 1
0.1 1 0.201957859135383 0.495152802808058 1 -5.32790918381146 3 MARVELD3 1
1 1 0.40332971521484 1 5 -0.727688512609158 2 MAS1 1
0.0621 1 0.385724781771319 0.160995618987262 6 0.0908239476945699 5 MAS1L 1
0.187 1 0.37284527840381 0.501548526510961 9 1.822439006191 3 MASP1 1
0.0531 1 0 1 2 -3.07907817153596 1 MASP2 0.998419914346895
1 1 4.82193052456063 0.207385816719356 10 4.06028345120083 2 MAST1 1
0.433 1 3.68310071232421 0.11756398584245 10 4.29850137727247 4 MAST2 1
0.231 0.912013956930425 3.68310071232421 0.0627188931399674 10 4.12159553982656 4 MAST3 1
0.27 0.827461014468294 6.42527294603216 0.0420215611488901 11 6.18660957102425 1 MAST4 1
0.358 1 0.11679592833327 1 3 -2.27242498837983 5 MASTL 1
0.776 1 0.212876412581341 1 1 -6.03409353158288 5 MAT1A 1
0.486 1 4.07367989367099 0.119302452005389 10 3.08186121143408 3 MAT2A 1
0.0673 1 0.221390839485928 0.303987284009904 7 0.190060339372384 4 MAT2B 1
0.0946 1 0.370418080332222 0.255387101826009 9 2.16832916008758 1 MATK 1
0.186 1 0.201957859135383 0.920984213222987 1 -4.55037131726372 3 MATN1 1
0.209 1 0.410939709841525 0.50859042091746 9 2.83557699875499 2 MATN2 1
0.78 1 0.300594787754451 1 4 -1.69669984601191 2 MATN3 1
0.498 1 0.0235148833964863 1 2 -3.66688140792587 2 MATN4 1
1 1 1 1 1 1 1 MATR3 1
0.0814 1 0.37284527840381 0.218321123304771 9 1.96640591194987 3 MAU2 1
0.43 1 0.0766404183385558 1 7 0.544556207512776 3 MAVS 1
0.862 1 0.37284527840381 1 9 2.52020357370699 3 MAX 1
1 1 0.242378328860233 1 7 0.802622445475769 2 MAZ 1
0.371 1 0.0287657796889068 1 1 -4.21343471786168 2 MB 1
1 1 0.385724781771319 1 9 2.66863446728757 5 MB21D2 1
0.296 1 0.0284121911228069 1 8 1.03205410752434 3 MBD1 1
1 1 4.82193052456063 0.207385816719356 10 3.83151855179141 2 MBD2 1
0.427 1 0.167031115853511 1 6 -0.420231670276354 1 MBD3 1
0.558 1 0 1 2 -3.74979585522311 1 MBD3L1 1
0.0742 1 0.0254833920080453 1 4 -1.89315176857536 1 MBD3L3 1
0.791 1 0.385724781771319 1 7 0.365757246506386 5 MBD4 1
0.144 0.756402127139256 5.5207154440852 0.0260835758441923 11 6.17247887329109 5 MBD5 1
0.688 1 0.242378328860233 1 7 0.515319152320165 2 MBD6 1
0.565 1 0.0766404183385558 1 7 0.44989930230941 3 MBIP 1
0.794 1 0.200643126846621 1 1 -6.38452288682353 1 MBL2 1
0.792 1 0.0235148833964863 1 2 -3.82327240341181 2 MBLAC1 1
0.119 1 0.0284121911228069 1 8 1.23342306153252 3 MBLAC2 1
0.942 1 5.91730979646276 0.159193963541187 11 6.34965809871605 3 MBNL1 1
0.954 1 4.82193052456063 0.197846069150266 11 5.69328850447993 2 MBNL2 1
0.419 1 0.274566347243145 1 4 -2.05437660618426 4 MBNL3 1
0.064 1 0.40332971521484 0.158679109387984 5 -1.13074417723592 2 MBOAT1 1
0.559 1 2.78156539953176 0.200965974085707 10 4.33556597473827 1 MBOAT2 1
0.166 1 0.370418080332222 0.448142271703144 9 1.92836160003956 1 MBOAT7 1
0.0188 0.389107520786842 4.82193052456063 0.0038988533543239 11 4.94311042529012 2 MBP 0.828621286031042
0.188 1 0.385724781771319 0.487394144438088 9 2.84630841680806 5 MBTD1 1
0.878 1 4.82193052456063 0.182084747079595 10 3.65018626824387 2 MBTPS1 1
1 1 0.370418080332222 1 9 1.89438450090216 1 MBTPS2 1
0.556 1 0.272729416610176 1 4 -1.80322914517998 3 MC1R 1
0.735 1 0.166477570037299 1 1 -4.77282847837418 4 MC2R 1
0.541 1 0.2874741298107 1 4 -1.84119692720575 5 MC3R 1
0.261 1 0.0254833920080453 1 4 -1.80633362944493 1 MC4R 1
0.0718 1 0.274566347243145 0.261503278609803 4 -1.96186111250049 4 MC5R 1
1 1 0.370418080332222 1 9 2.70082469721136 1 MCAM 1
0.718 1 0.385724781771319 1 6 0.0908239476945699 5 MCAT 1
0.716 1 6.42527294603216 0.11143495475039 11 5.78146245005008 1 MCC 1
0.715 1 0.0766404183385558 1 7 0.678239193757652 3 MCCC1 1
0.563 1 0.40332971521484 1 5 -0.576879678180857 2 MCCC2 1
0.973 1 0.200643126846621 1 1 -4.73356451482277 1 MCCD1 1
0.301 1 0.11679592833327 1 3 -2.20303394268543 5 MCEE 1
0.067 1 0.221390839485928 0.302632214393218 6 0.0260540911657131 4 MCEMP1 1
0.0419 1 0.370418080332222 0.113115428821456 9 2.26750017182687 1 MCF2 0.964707928388747
0.675 1 5.91730979646276 0.114072107633016 11 4.836531130035 3 MCF2L 1
0.468 1 4.82193052456063 0.0970565622246588 11 5.08022583934727 2 MCF2L2 1
0.322 1 0.242378328860233 1 7 0.587893736645911 2 MCFD2 1
0.651 1 0.0766404183385558 1 7 0.805470901517622 3 MCHR1 1
0.00906 0.824259932961833 0.218478071455209 0.0414686926685794 8 1.4465874295064 1 MCHR2 0.706315982142857
1 1 0.385724781771319 1 6 0.0908239476945699 5 MCIDAS 1
0.323 1 2.78156539953176 0.11612166302269 10 4.289027406483 1 MCL1 1
0.246 1 0.0287657796889068 1 1 -5.05329563156144 2 MCM10 1
1 1 0.11679592833327 1 2 -3.23835996195591 5 MCM2 1
0.305 1 0.169605541081847 1 5 -1.03230432910899 4 MCM3 1
0.714 1 0.375356525345088 1 9 3.01051278508672 4 MCM3AP 1
0.345 1 0.167031115853511 1 6 -0.282649343198845 1 MCM4 1
0.311 1 0 1 3 -2.54627733698212 1 MCM5 1
0.795 1 0.169605541081847 1 5 -0.6733463786557 4 MCM6 1
0.573 1 0.365940736211137 1 5 -0.679881367568922 3 MCM7 1
0.63 1 0.11679592833327 1 3 -2.68381823557509 5 MCM8 1
0.677 1 0.167031115853511 1 6 0.061123002738209 1 MCM9 1
1 1 0.385724781771319 1 9 2.37820371019077 5 MCMBP 1
0.622 1 0.2874741298107 1 4 -1.72707418786119 5 MCMDC2 1
0.792 1 0.40332971521484 1 5 -0.827490537413845 2 MCOLN1 1
0.707 1 0.0235148833964863 1 2 -3.68129111843374 2 MCOLN2 1
0.71 1 0.201957859135383 1 1 -4.71157054001245 3 MCOLN3 1
0.904 1 2.98754760220994 0.302589320863472 10 3.34625160084357 5 MCPH1 1
1 1 0.300594787754451 1 4 -1.92449300412348 2 MCRIP2 1
0.542 1 0.40332971521484 1 5 -1.14872308409963 2 MCRS1 1
0.835 1 5.1236008176401 0.162971322263274 11 6.51080392068305 4 MCTP1 1
0.809 1 0 1 3 -2.39249929630909 3 MCTP2 1
0.39 1 0.169605541081847 1 5 -1.15388036431611 4 MCTS1 1
0.594 1 0.410939709841525 1 9 2.82052614896853 2 MCU 1
0.24 1 0.0761414942905123 1 7 0.221510029894375 1 MCUB 1
0.365 1 0.365940736211137 0.997429266222511 5 -0.896767913978126 3 MCUR1 1
0.673 1 0.385724781771319 1 8 0.902571830076361 5 MDC1 1
0.856 1 0.0786778673396068 1 6 -0.084761402047733 2 MDFI 1
1 1 4.82193052456063 0.207385816719356 10 3.09606285889933 2 MDFIC 1
0.613 1 0.410939709841525 1 9 1.97510100738448 2 MDGA1 1
0.723 1 0.375356525345088 1 9 2.22988127164177 4 MDGA2 1
0.523 1 0.0284121911228069 1 8 1.12564091816119 3 MDH1 1
0.559 1 0.11679592833327 1 3 -2.72482675056619 5 MDH1B 1
1 1 0.167031115853511 1 6 0.0324895985777705 1 MDH2 1
0.614 1 0.169605541081847 1 5 -0.976880083923586 4 MDK 1
0.132 1 0.221390839485928 0.596230631341863 6 -0.263462814128843 4 MDM1 1
1 1 0.410939709841525 1 9 2.53614180973903 2 MDM2 1
0.18 0.899244517921417 2.98754760220994 0.0602500860126383 10 3.72336681688588 5 MDM4 1
0.973 1 5.1236008176401 0.189905504864869 11 4.62159092438588 4 MDN1 1
0.471 1 0.2874741298107 1 4 -1.53838958266147 5 MDP1 1
0.37 1 0.375356525345088 0.985729499866392 9 2.05939542559044 4 ME1 1
0.538 1 4.82193052456063 0.111573569395014 10 3.57380226377262 2 ME2 1
0.479 1 0.37284527840381 1 9 2.6708667181463 3 ME3 1
0.522 1 0 1 3 -2.87996576685375 2 MEA1 1
0.71 1 0.385724781771319 1 7 0.313704087975622 5 MEAF6 1
0.357 1 0.385724781771319 0.92553037002339 9 2.190990609763 5 MECOM 1
0.112 0.756402127139256 4.07367989367099 0.027493569186427 10 4.41123605766411 3 MECP2 1
0.617 1 0.0235148833964863 1 2 -3.31104667677205 2 MECR 1
0.0398 1 0.37284527840381 0.106746691738697 9 2.80876010795329 3 MED1 0.964707928388747
0.683 1 0.0786778673396068 1 6 -0.498526686282907 2 MED10 1
0.0887 1 0.201957859135383 0.439200536090747 1 -4.23607730736607 3 MED11 1
0.37 1 0.37284527840381 0.992368742294416 9 2.35192787376605 3 MED12 1
0.459 1 3.68310071232421 0.124623255200195 10 4.41836163514909 4 MED12L 1
0.196 0.799876604753416 5.5207154440852 0.0355026448990395 11 5.16529958355319 5 MED13 1
0.385 0.930142368097883 5.5207154440852 0.0697373381945419 11 8.30727875443492 5 MED13L 1
1 1 1 1 1 1 1 MED14 1
0.123 0.831638221018783 2.78156539953176 0.0442197044947084 10 3.23696378017679 1 MED15 1
0.554 1 0.221390839485928 1 6 -0.389502513233179 4 MED16 1
0.22 1 0.221390839485928 0.993717718903104 6 -0.132147762315654 4 MED17 1
0.493 1 0.0213350353753258 1 2 -3.99631271836302 3 MED18 1
0.679 1 0 1 3 -2.86265618805266 1 MED20 1
0.551 1 0.00325203937274412 1 6 -0.0224530804905302 3 MED21 1
1 1 0 1 3 -2.68735262263261 2 MED22 1
0.409 1 0.375356525345088 1 9 2.97324950774985 4 MED23 1
0.31 1 0.221390839485928 1 8 1.48387713482518 4 MED24 1
0.649 1 0.385724781771319 1 6 0.0908239476945699 5 MED25 1
0.235 1 0.385724781771319 0.609242680547609 5 -0.635058274654951 5 MED26 1
0.65 1 0.365940736211137 1 5 -1.03787679919883 3 MED27 1
0.384 1 0.221390839485928 1 7 0.465312232833896 4 MED28 1
1 1 0.169605541081847 1 5 -0.681347078072284 4 MED29 1
1 1 0.274566347243145 1 4 -1.3857205213378 4 MED30 1
0.299 1 0 1 3 -2.83449549853973 2 MED31 1
0.795 1 0.221390839485928 1 8 1.54884028145163 4 MED4 1
0.291 1 0.385724781771319 0.754423915061081 5 -0.565641015428698 5 MED6 1
1 1 0.0235148833964863 1 2 -3.99433954644629 2 MED7 1
0.347 1 0.11679592833327 1 3 -2.6475332485353 5 MED8 1
0.749 1 0.242378328860233 1 7 0.0908239476945699 2 MED9 1
0.311 1 0.242378328860233 1 7 0.72164407035219 2 MEDAG 1
1 1 5.91730979646276 0.168995715011876 11 7.52045236921967 3 MEF2A 1
0.924 1 0.0786778673396068 1 6 0.0908239476945699 2 MEF2B 1
0.916 1 0.0786778673396068 1 6 0.0908239476945699 2 MEF2C 1
0.34 1 2.98754760220994 0.113805718023872 10 4.56384304258172 5 MEF2D 1
0.45 1 0.0213350353753258 1 2 -4.13213173340314 3 MEFV 1
1 1 4.82193052456063 0.207385816719356 11 5.57746531569276 2 MEGF10 1
0.86 1 0.375356525345088 1 9 2.907255125187 4 MEGF11 1
0.526 1 0.0254833920080453 1 4 -1.77258384070207 1 MEGF6 1
0.161 0.787169803107021 4.82193052456063 0.0333891164918164 10 3.29644059259544 2 MEGF8 1
1 1 5.1236008176401 0.195175236243442 11 5.74106493083113 4 MEGF9 1
0.115 1 0.221390839485928 0.519443353062986 7 0.0908239476945699 4 MEI1 1
1 1 0.166477570037299 1 1 -4.6740429357286 4 MEIG1 1
0.644 1 0.363558486252013 1 5 -0.932060036107152 1 MEIOB 1
0.198 1 0.365940736211137 0.541071218389198 5 -0.693292545504263 3 MEIOC 1
1 1 1 1 1 1 1 MEIS1 1
0.107 0.715523117871111 5.1236008176401 0.0208837502780483 11 7.04257998153245 4 MEIS2 1
0.763 1 0.370418080332222 1 9 2.3187531137515 1 MEIS3 1
0.371 1 0.212876412581341 1 1 -4.63578003170448 5 MELK 1
0.467 1 0.385724781771319 1 6 -0.0625029250617864 5 MELTF 1
1 1 1 1 1 1 1 MEMO1 1
1 1 1 1 1 1 1 MEMO1 1
0.112 1 0.221390839485928 0.505892656896126 6 -0.309324912791836 4 MEN1 1
1 1 0.0214787345058515 1 2 -3.27042637249059 4 MEOX1 1
0.486 1 0 1 3 -2.19610719759388 4 MEOX2 1
0.545 1 0.201957859135383 1 1 -4.41767209015745 3 MEP1A 1
0.956 1 0.0287657796889068 1 1 -4.91709558269768 2 MEP1B 1
0.735 1 0.363558486252013 1 5 -1.23275048968448 1 MEPCE 1
0.816 1 0.2874741298107 1 4 -1.97347306531389 5 MEPE 1
0.168 0.76275247481483 5.91730979646276 0.0283912801219951 11 4.76590299677296 3 MERTK 1
0.57 1 0.40332971521484 1 5 -0.794746214580428 2 MESD 1
0.615 1 0.300594787754451 1 4 -1.64703517870163 2 MESP1 1
0.318 1 0.166477570037299 1 1 -4.59844927181292 4 MESP2 1
0.934 1 0.385724781771319 1 9 2.58566574500484 5 MEST 1
0.17 1 0.385724781771319 0.440728747630186 9 2.52158997004143 5 MET 1
0.0306 1 0.218478071455209 0.140059822920368 8 1.37454837006578 1 METAP1 0.909960708263069
0.853 1 0.385724781771319 1 6 -0.340404346219573 5 METAP1D 1
0.802 1 2.98754760220994 0.268447605456311 10 3.06173187390737 5 METAP2 1
0.36 1 0.385724781771319 0.933307936158039 6 -0.40353182670904 5 METRN 1
1 1 0.167031115853511 1 6 -0.194591727544304 1 METRNL 1
1 1 0.385724781771319 1 6 0.0908239476945699 5 METTL1 1
1 1 0 1 3 -2.70767232817737 1 METTL11B 1
0.62 1 0.242378328860233 1 8 1.55965998846838 2 METTL14 1
0.728 1 0.37284527840381 1 9 2.75746159896621 3 METTL15 1
0.104 1 0.385724781771319 0.269622292667878 6 0.0908239476945699 5 METTL16 1
0.78 1 0 1 3 -2.49148875835983 1 METTL17 1
0.645 1 0.0214787345058515 1 2 -3.39943004664253 4 METTL18 1
0.106 1 0.169605541081847 0.624979580996396 5 -1.16383622324695 4 METTL21A 1
0.0898 1 0.0287657796889068 1 1 -4.19149167337051 2 METTL21C 1
0.265 1 0.0214787345058515 1 2 -3.13900999021668 4 METTL22 1
0.373 1 0.11679592833327 1 2 -3.44448975032369 5 METTL23 1
0.695 1 0.0766404183385558 1 7 0.477714944753477 3 METTL24 1
0.462 1 0.385724781771319 1 8 0.89659240336194 5 METTL25 1
1 1 0.300594787754451 1 4 -1.60408282890554 2 METTL26 1
0.421 1 0.167031115853511 1 6 -0.335052188596907 1 METTL27 1
0.042 1 0.40332971521484 0.104133165535864 5 -0.904191170195587 2 METTL2A 0.964707928388747
0.378 1 0 1 3 -2.45889843636683 2 METTL2B 1
0.407 1 0.40332971521484 1 5 -1.02494151571159 2 METTL3 1
0.757 1 0.0786778673396068 1 6 -0.014905138153022 2 METTL4 1
0.668 1 0 1 3 -2.65471266249762 4 METTL5 1
0.646 1 0.385724781771319 1 7 0.17997190755131 5 METTL6 1
0.71 1 0.385724781771319 1 8 1.62238377598733 5 METTL7A 1
0.678 1 0 1 3 -2.67396502920974 4 METTL7B 1
0.134 1 0.0786778673396068 1 6 -0.120193341005874 2 METTL8 1
1 1 0.385724781771319 1 9 2.61069723464903 5 METTL9 1
0.553 1 0.385724781771319 1 5 -1.31070443888993 5 MEX3A 1
0.0171 0.960017627868047 0.221390839485928 0.0772389681511049 7 0.34173576050285 4 MEX3B 0.820950815217391
0.38 1 0.0284121911228069 1 8 1.61857570628796 3 MEX3C 1
1 1 0.385724781771319 1 7 0.151222466308019 5 MEX3D 1
0.788 1 0.242378328860233 1 8 1.31498549659422 2 MFAP1 1
0.439 1 0.363558486252013 1 5 -0.817132845380453 1 MFAP2 1
0.726 1 0.375356525345088 1 9 3.03700958840794 4 MFAP3 1
0.214 0.831638221018783 4.82193052456063 0.0443805647779423 10 3.19438359322775 2 MFAP3L 1
0.627 1 0.0284121911228069 1 8 1.22787374274159 3 MFAP4 1
0.271 1 0 1 2 -4.08267117686994 1 MFAP5 1
0.529 1 0.242378328860233 1 8 0.938547570523683 2 MFF 1
0.762 1 0.385724781771319 1 8 1.17393458663772 5 MFGE8 1
0.886 1 0.37284527840381 1 9 2.62938388122794 3 MFHAS1 1
0.889 1 0.218478071455209 1 8 1.67160368665363 1 MFN1 1
0.0381 1 0.221390839485928 0.172093841319129 8 0.826485463633069 4 MFN2 0.959968892045454
0.371 1 0.40332971521484 0.919842962233469 5 -0.527265418885753 2 MFNG 1
0.367 1 0.40332971521484 0.90992551789672 5 -1.33420876092717 2 MFRP 1
0.936 1 0.385724781771319 1 8 1.72240123539752 5 MFSD1 1
0.471 1 0.169605541081847 1 5 -0.523127137801134 4 MFSD10 1
0.282 1 0.385724781771319 0.731091216657131 7 0.809614524100747 5 MFSD11 1
0.902 1 0.365940736211137 1 5 -0.855861028094202 3 MFSD12 1
0.0553 1 0.40332971521484 0.137108667955555 5 -1.03577032670771 2 MFSD13A 1
0.822 1 0.0766404183385558 1 7 0.507242538563684 3 MFSD14A 1
0.734 1 0.242378328860233 1 7 0.129800498526088 2 MFSD14B 1
0.344 1 0.385724781771319 0.891827583439904 5 -0.543648997757362 5 MFSD2A 1
0.12 1 0.11679592833327 1 3 -2.97035663286655 5 MFSD2B 1
0.88 1 0.201957859135383 1 1 -4.52980796198565 3 MFSD3 1
0.182 1 0.385724781771319 0.471839012168786 7 0.679484502164741 5 MFSD4A 1
0.412 1 0.40332971521484 1 5 -1.16330389376672 2 MFSD4B 1
0.942 1 0.0214787345058515 1 2 -3.75812865117804 4 MFSD5 1
0.0985 0.799876604753416 2.78156539953176 0.0354117145750307 10 3.54486272628838 1 MFSD6 1
0.13 1 0.0213350353753258 1 2 -4.05327634694152 3 MFSD6L 1
0.388 1 0.385724781771319 1 9 1.85010227823327 5 MFSD8 1
0.497 1 0.0213350353753258 1 2 -3.65526102512604 3 MFSD9 1
